maker_id,maker_name,type,city_maker,auction_house,sale_date,lot,usd,gbp,eur,bold_currency
1988,"Adam, Jean 'Grand'",Cello Bow,,Tarisio,"Mar 18, 2019",26,23833.0,18000.0,21008.0,
1988,"Adam, Jean 'Grand'",Violin Bow,,Vichy-Enchères,"Dec 5, 2018",172,67394.0,53009.0,59520.0,
1988,"Adam, Jean 'Grand'",Cello Bow,,Vichy-Enchères,"Dec 5, 2018",222,33697.0,26504.0,29760.0,
1988,"Adam, Jean 'Grand'",Violin Bow,,Tarisio,"Oct 29, 2018",118,9503.0,7416.0,8347.0,
1988,"Adam, Jean 'Grand'",Cello Bow,,Tarisio,"May 17, 2018",20,27600.0,20422.0,23380.0,
1988,"Adam, Jean 'Grand'",Violin Bow,,Tarisio,"Nov 9, 2017",123,18000.0,13736.0,15475.0,
1988,"Adam, Jean 'Grand'",Violin Bow,,Vichy-Enchères,"Nov 30, 2017",15,55710.0,41294.0,46800.0,
1988,"Adam, Jean 'Grand'",Cello Bow,,Tarisio,"Feb 24, 2017",55,13200.0,10549.0,12486.0,
1988,"Adam, Jean 'Grand'",Cello Bow,,Tarisio,"Oct 30, 2013",23,24653.0,15340.0,17923.0,
1988,"Adam, Jean 'Grand'",Violin Bow,Paris,Tarisio,"Jun 26, 2013",113,59884.0,39000.0,45980.0,gbp
1988,"Adam, Jean 'Grand'",Violin Bow,Paris,Vichy-Enchères,"Jun 9, 2011",240,56140.0,34269.0,38415.0,eur
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Sotheby's,"Oct 5, 2010",-,27851.0,17500.0,20211.0,gbp
1988,"Adam, Jean 'Grand'",Violin Bow,,Sotheby's,"Oct 5, 2010",118,27851.0,17500.0,20211.0,
1988,"Adam, Jean 'Grand'",Violin Bow,Paris,Tarisio,"Oct 15, 2010",280,4500.0,2808.0,3194.0,usd
1988,"Adam, Jean 'Grand'",Violin Bow,Paris,Tarisio,"Jun 28, 2010",617,11400.0,7551.0,9239.0,usd
1988,"Adam, Jean 'Grand'",Violin Bow,Paris,Tarisio,"May 3, 2010",213,13200.0,8660.0,9971.0,usd
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Sotheby's,"Oct 6, 2009",53,39760.0,25000.0,27007.0,gbp
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Sotheby's,"Mar 11, 2008",54,21294.0,10625.0,13846.0,gbp
1988,"Adam, Jean 'Grand'",Viola Bow,Mirecourt,Sotheby's,"Mar 11, 2008",156,85174.0,42500.0,55383.0,gbp
1988,"Adam, Jean 'Grand'",Violin Bow,Paris,Bonhams,"Nov 5, 2007",104A,22962.0,11040.0,15849.0,gbp
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Tarisio,"Oct 25, 2007",537,61425.0,29985.0,42928.0,usd
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Guy Laurent,"Dec 10, 2005",50,24324.0,13857.0,20640.0,eur
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,da Salo Auction,"Jun 1, 2005",-,33627.0,18558.0,27500.0,eur
1988,"Adam, Jean 'Grand'",Violin Bow,,Bongartz's,"May 21, 2005",208,2960.0,1622.0,2348.0,
1988,"Adam, Jean 'Grand'",Cello Bow,Mirecourt,Tarisio,"May 6, 2004",323,13800.0,7692.0,11390.0,usd
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Bongartz's,"May 15, 2004",-,5429.0,3090.0,4600.0,eur
1988,"Adam, Jean 'Grand'",Viola Bow,Paris,Christie's,"Apr 29, 2004",87,5975.0,3366.0,5052.0,usd
1988,"Adam, Jean 'Grand'",Cello Bow,Mirecourt,Christie's,"Mar 31, 2004",250*,17590.0,9560.0,14390.0,gbp
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Guy Laurent,"Jun 5, 2003",182,16485.0,9933.0,14000.0,eur
1988,"Adam, Jean 'Grand'",Cello Bow,Mirecourt,Guy Laurent,"Jun 5, 2003",200,19429.0,11706.0,16500.0,eur
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Tarisio,"May 8, 2003",106,20758.0,12946.0,18153.0,usd
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Sotheby's,"Jun 19, 2001",122,12607.0,9000.0,14723.0,gbp
1988,"Adam, Jean 'Grand'",Cello Bow,Mirecourt,Guy Laurent,"Dec 1, 2000",90,4859.0,3381.0,5563.0,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Skinner,"May 7, 2000",59,14950.0,9779.0,16641.0,usd
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Claude Aguttes,"Jun 16, 1995",-,3990.0,2483.0,,
1988,"Adam, Jean 'Grand'",Cello Bow,Mirecourt,Sotheby's,"Jun 20, 1995",220,2950.0,1840.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Sotheby's,"Apr 29, 1993",199,2709.0,1725.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Christie's,"Nov 21, 1990",283,16240.0,8250.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,,Ader Tajan,"Dec 1, 1987",134,6249.0,3437.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Bongartz's,"Apr 27, 1987",136,14190.0,8509.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Bongartz's,"Nov 10, 1986",107,4301.0,2996.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Sotheby's,"Nov 14, 1985",96,8478.0,5940.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Bongartz's,"Nov 26, 1984",304,575.0,479.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Bongartz's,"Apr 9, 1984",95,3764.0,2641.0,,
1988,"Adam, Jean 'Grand'",Violin Bow,Mirecourt,Bongartz's,"Mar 7, 1981",-,1030.0,470.0,,
1946,"Adam, Jean I",Violin Bow,,,"Dec 5, 2024",,21080.0,16560.0,20000.0,
1946,"Adam, Jean I",Violin Bow,,,"Mar 26, 2024",,12139.0,9600.0,11183.0,
1946,"Adam, Jean I",Violin Bow,,Tarisio,"Mar 31, 2015",123,10651.0,7200.0,9900.0,
1946,"Adam, Jean I",Violin Bow,,Vichy-Enchères,"Jun 9, 2011",496,7968.0,4864.0,5452.0,
1946,"Adam, Jean I",Violin Bow,,Christie's,"Apr 28, 2010",88,5000.0,3298.0,3775.0,
1946,"Adam, Jean I",Violin Bow,Mirecourt,Sotheby's,"Nov 2, 2004",70,8825.0,4800.0,6946.0,gbp
1946,"Adam, Jean I",Violin Bow,Mirecourt,Christie's,"Nov 13, 2002",157,1490.0,940.0,1480.0,gbp
1946,"Adam, Jean I",Violin Bow,Mirecourt,Skinner,"Oct 13, 2002",161,4994.0,3200.0,5066.0,usd
1946,"Adam, Jean I",Violin Bow,Mirecourt,Christie's,"May 5, 2000",54,11163.0,7302.0,12425.0,usd
1946,"Adam, Jean I",Cello Bow,Mirecourt,Sotheby's,"Nov 2, 1993",255A,8865.0,5980.0,,
1946,"Adam, Jean I",Cello Bow,Mirecourt,Sotheby's,"Nov 2, 1993",255AA,8865.0,5980.0,,
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,,"Oct 28, 2025",,25490.0,19200.0,21918.0,
2,"Adam, Jean Dominique",Cello Bow,,,"Jun 5, 2025",,39981.0,29466.0,35000.0,
2,"Adam, Jean Dominique",Violin Bow,,,"May 30, 2025",,20060.0,14882.0,17691.0,
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,,"Mar 25, 2025",,6218.0,4800.0,5744.0,
2,"Adam, Jean Dominique",Cello Bow,,,"Mar 14, 2025",,10800.0,8349.0,9918.0,
2,"Adam, Jean Dominique",Violin Bow,,,"Mar 14, 2025",,6000.0,4639.0,5510.0,
2,"Adam, Jean Dominique",Cello Bow,,,"May 31, 2024",,25200.0,19823.0,23222.0,
2,"Adam, Jean Dominique",Viola Bow,,Vichy-Enchères,"Dec 1, 2022",178,5103.0,4152.0,4849.0,
2,"Adam, Jean Dominique",Violin Bow,,Tarisio,"Nov 18, 2022",99,7800.0,6563.0,7548.0,
2,"Adam, Jean Dominique",Violin Bow,,Tarisio,"Oct 25, 2022",86,7775.0,6769.0,7800.0,
2,"Adam, Jean Dominique",Cello Bow,,Vichy-Enchères,"Dec 2, 2021",348,11247.0,8446.0,9920.0,
2,"Adam, Jean Dominique",Violin Bow,,Vichy-Enchères,"Dec 3, 2020",87,5428.0,4033.0,4464.0,
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Ingles & Hayday,"Oct 20, 2020",63,11673.0,9000.0,9875.0,gbp
2,"Adam, Jean Dominique",Violin Bow,,Vichy-Enchères,"Nov 28, 2019",330,23112.0,17908.0,21000.0,
2,"Adam, Jean Dominique",Violin Bow,,Tarisio,"May 17, 2019",118,10200.0,7998.0,9128.0,
2,"Adam, Jean Dominique",Violin Bow,,Tarisio,"Jun 25, 2018",86,9267.0,6980.0,7934.0,
2,"Adam, Jean Dominique",Violin Bow,,Tarisio,"Mar 15, 2016",121,6273.0,4425.0,5647.0,
2,"Adam, Jean Dominique",Violin Bow,,Tarisio,"Oct 29, 2014",112,15494.0,9600.0,12130.0,
2,"Adam, Jean Dominique",Violin Bow,,Tarisio,"Oct 16, 2013",185,10200.0,6363.0,7522.0,
2,"Adam, Jean Dominique",Cello Bow,Mirecourt,Tarisio,"May 6, 2011",20,11400.0,6944.0,7862.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Tarisio,"May 6, 2011",156,14400.0,8771.0,9930.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Christie's,"Apr 28, 2010",112,21250.0,14017.0,16044.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Tarisio,"Feb 20, 2008",86,3500.0,1804.0,2388.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Tarisio,"Jul 25, 2007",136,6325.0,3084.0,4602.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Skinner,"May 6, 2007",136,8225.0,4127.0,6065.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Tarisio,"May 11, 2007",103,7475.0,3771.0,5543.0,usd
2,"Adam, Jean Dominique",Cello Bow,Mirecourt,Bonhams,"Nov 6, 2006",194,9104.0,4800.0,7168.0,gbp
2,"Adam, Jean Dominique",Violin Bow,,Sotheby's,"Nov 7, 2006",172,12605.0,6600.0,9882.0,
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Tarisio,"May 12, 2005",256,28750.0,15416.0,22512.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Bonhams,"May 23, 2005",136,4389.0,2400.0,3498.0,gbp
2,"Adam, Jean Dominique",Cello Bow,Mirecourt,Skinner,"Oct 19, 2003",65,6463.0,3865.0,5582.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Tarisio,"Oct 24, 2002",FB 15,3375.0,2181.0,3466.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Skinner,"May 5, 2002",91,3173.0,2164.0,3493.0,usd
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Sotheby's,"Jun 19, 2001",123,3026.0,2160.0,3533.0,gbp
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Christie's,"Mar 21, 2001",114,2018.0,1410.0,2244.0,gbp
2,"Adam, Jean Dominique",Violin Bow,,Bonhams,"Nov 17, 1999",4,8927.0,5500.0,8577.0,
2,"Adam, Jean Dominique",Cello Bow,Mirecourt,Sotheby's,"Apr 29, 1993",118,2529.0,1610.0,,
2,"Adam, Jean Dominique",Cello Bow,Mirecourt,Christie's,"Mar 17, 1993",52,9178.0,6325.0,,
2,"Adam, Jean Dominique",Cello Bow,Mirecourt,Bongartz's,"Apr 30, 1990",115,3931.0,2399.0,,
2,"Adam, Jean Dominique",Cello Bow,Mirecourt,Bongartz's,"May 2, 1988",125,1966.0,1050.0,,
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Bongartz's,"Nov 16, 1987",96,3229.0,1845.0,,
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Bongartz's,"Apr 27, 1987",131,4319.0,2590.0,,
2,"Adam, Jean Dominique",Violin Bow,Mirecourt,Bongartz's,"Nov 18, 1985",226,2945.0,2066.0,,
2,"Adam, Jean Dominique",Cello Bow,Paris,Sotheby's,"Dec 18, 1984",87,5500.0,4637.0,,
1242,"Adams, Henry T.",Violin,Abbey Wood,Phillip's,"Jul 26, 1990",115,3328.0,1835.0,,
1242,"Adams, Henry T.",Violin,Abbey Wood,Sotheby's,"Apr 3, 1985",116,803.0,660.0,,
1242,"Adams, Henry T.",Violin,London,Phillip's,"Mar 1, 1984",56,845.0,572.0,,
2260,"Adamsen, Peter Petersen",Violin,Copenhagen,Tarisio,"Jun 27, 2017",121,3767.0,2950.0,3337.0,gbp
2260,"Adamsen, Peter Petersen",Cello,Copenhagen,Tarisio,"Jun 28, 2016",18,11512.0,8600.0,10397.0,gbp
2260,"Adamsen, Peter Petersen",Viola,,Tarisio,"Feb 20, 2015",80,2714.0,1759.0,2383.0,
2260,"Adamsen, Peter Petersen",Violin,Copenhagen,Skinner,"Nov 24, 2013",238,246.0,152.0,181.0,usd
2260,"Adamsen, Peter Petersen",Cello,Copenhagen,Tarisio,"Jun 26, 2013",24,18426.0,12000.0,14148.0,gbp
2260,"Adamsen, Peter Petersen",Violin,Copenhagen,Christie's,"Mar 28, 1990",157,3581.0,2200.0,,
3221,"Adin, Charles",Violin,Manchester,Skinner,"Apr 13, 2014",174,861.0,515.0,620.0,usd
3221,"Adin, Charles",Violin,Manchester,Christie's,"Nov 11, 1987",115,373.0,209.0,,
3227,"Adler, Johann Georg",Violin,,Phillip's,"May 5, 1994",272,241.0,161.0,,
3227,"Adler, Johann Georg",Violin,Markneukirchen,Phillip's,"Feb 17, 1994",48,713.0,483.0,,
2261,"Aerninck, Hendrick",Violin,,T2 Auctions,"Jan 31, 2020",177,10530.0,8009.0,9519.0,
2805,"Aerts, Marcel",Viola,"Los Angeles, CA",Tarisio,"Feb 26, 2016",34,3540.0,2533.0,3216.0,usd
2805,"Aerts, Marcel",Viola,,Christie's,"Mar 31, 1989",237A,3151.0,1870.0,,
2262,"Aerts, Rene",Violin,Brussels,,"Nov 15, 2024",,11800.0,9305.0,11150.0,
2262,"Aerts, Rene",Violin,Brussels,Tarisio,"Apr 27, 2012",227,3900.0,2404.0,2948.0,usd
2262,"Aerts, Rene",Cello,Brussels,Skinner,"May 12, 1991",17,4730.0,2752.0,,
15467,"Aerts, René & Marcel",Violin,Brussels,,"Nov 17, 2023",,7200.0,5798.0,6624.0,
2665,"Agostinelli, Luigi",Violin,Milan,Tarisio,"Nov 8, 2019",134,4130.0,3222.0,3745.0,usd
2665,"Agostinelli, Luigi",Violin,Milan,Tarisio,"Jun 25, 2018",124,3603.0,2714.0,3085.0,gbp
2665,"Agostinelli, Luigi",Violin,Turin,Tarisio,"Oct 23, 2017",137,5934.0,4500.0,5051.0,gbp
2665,"Agostinelli, Luigi",Violin,Milan,Tarisio,"Oct 16, 2013",231,4800.0,2994.0,3540.0,usd
2665,"Agostinelli, Luigi",Viola,Milan,Tarisio,"Oct 29, 2012",57,8180.0,5100.0,6311.0,
2665,"Agostinelli, Luigi",Violin,Milan,Skinner,"Oct 16, 2005",238A,4700.0,2659.0,3917.0,usd
2665,"Agostinelli, Luigi",Cello,,Skinner,"Nov 21, 1993",56,2640.0,1794.0,,
2665,"Agostinelli, Luigi",Cello,Milan,Skinner,"Nov 23, 1991",36,8800.0,4896.0,,
2665,"Agostinelli, Luigi",Violin,Milan,Skinner,"Nov 23, 1991",139,3850.0,2142.0,,
2665,"Agostinelli, Luigi",Violin,,Christie's,"Nov 23, 1988",340,2627.0,1430.0,,
15601,"Aguzzi, Dario",Violin,Vidigulfo,,"Jul 26, 2024",,2317.0,1800.0,2133.0,
15601,"Aguzzi, Dario",Cello,Vidigulfo,,"Jul 26, 2024",,5406.0,4200.0,4978.0,
15601,"Aguzzi, Dario",Cello,Vidigulfo,,"Jun 5, 2023",,7577.0,6120.0,7091.0,
15601,"Aguzzi, Dario",Cello,Vidigulfo,Ingles & Hayday,"Nov 2, 2021",95,8993.0,6600.0,7758.0,gbp
15601,"Aguzzi, Dario",Violin,Vidigulfo,Ingles & Hayday,"Nov 2, 2021",195,3924.0,2880.0,3385.0,gbp
15601,"Aguzzi, Dario",Violin,Pavia,Brompton's,"Jun 7, 2021",184,2834.0,2000.0,2330.0,gbp
15601,"Aguzzi, Dario",Violin,Pavia,Brompton's,"Jun 7, 2021",199,2834.0,2000.0,2330.0,gbp
1063,"Aireton, Edmund I",Violin,London,,"Oct 31, 2023",,10196.0,8400.0,9616.0,
1063,"Aireton, Edmund I",Violin,London,Phillip's,"Nov 12, 2001",124,3780.0,2600.0,4238.0,gbp
1063,"Aireton, Edmund I",Violin,London,Sotheby's,"Mar 22, 1994",6,2906.0,1955.0,,
1063,"Aireton, Edmund I",Violin,,Phillip's,"Mar 24, 1994",47,2922.0,1955.0,,
1063,"Aireton, Edmund I",Cello,London,Sotheby's,"Jul 1, 1993",179,12994.0,8625.0,,
1063,"Aireton, Edmund I",Violin,London,Skinner,"Nov 23, 1991",210,1320.0,734.0,,
1063,"Aireton, Edmund I",Violin,London,Phillip's,"Apr 25, 1991",47,428.0,253.0,,
1063,"Aireton, Edmund I",Violin,London,Sotheby's,"Nov 24, 1988",87,11316.0,6160.0,,
1063,"Aireton, Edmund I",Cello,London,Sotheby's,"Nov 24, 1988",179,11720.0,6380.0,,
1063,"Aireton, Edmund I",Viola,London,Phillip's,"Oct 11, 1984",114,1887.0,1540.0,,
1063,"Aireton, Edmund I",Viola,London,Sotheby's,"Jun 21, 1984",43,2697.0,1980.0,,
3,"Albanelli, Franco",Violin,Bologna,,"Nov 7, 2025",,10800.0,8231.0,9342.0,
3,"Albanelli, Franco",Violin,Bologna,,"May 16, 2025",,11418.0,8596.0,10200.0,
3,"Albanelli, Franco",Violin,Bologna,,"Mar 25, 2025",,8407.0,6490.0,7766.0,
3,"Albanelli, Franco",Violin,Bologna,,"Oct 29, 2024",,9344.0,7200.0,8673.0,
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Nov 18, 2022",123,10200.0,8582.0,9870.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Mar 29, 2022",23,8667.0,6600.0,7787.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 26, 2021",105,7664.0,5554.0,6600.0,eur
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Mar 24, 2020",211,10358.0,8850.0,9604.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Ingles & Hayday,"Oct 19, 2019",4,7789.0,6000.0,6973.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"May 17, 2019",171,12000.0,9410.0,10739.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jun 25, 2018",152,11949.0,9000.0,10230.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 23, 2017",148,7517.0,5700.0,6398.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jun 27, 2017",157,12808.0,10030.0,11346.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jun 28, 2016",153,5528.0,4130.0,4993.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Dec 11, 2015",163,4500.0,2969.0,4110.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jun 30, 2015",93,7549.0,4800.0,6747.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"May 16, 2015",204,7080.0,4502.0,6192.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Mar 31, 2015",174,6546.0,4425.0,6084.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 29, 2014",169,7263.0,4500.0,5686.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 29, 2014",170,7618.0,4720.0,5964.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jun 20, 2014",298,7200.0,4279.0,5322.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jun 26, 2014",139,10097.0,6000.0,7464.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"May 9, 2014",199,7080.0,4199.0,5138.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jun 26, 2013",166,7370.0,4800.0,5659.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Nov 28, 2012",276,6000.0,3755.0,4654.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 29, 2012",172,7699.0,4800.0,5940.0,
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jul 27, 2012",387,7800.0,4958.0,6333.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Jun 25, 2012",114,6533.0,4200.0,5231.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Skinner,"Nov 6, 2011",351,5513.0,3447.0,4003.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Nov 11, 2011",201,6600.0,4143.0,4835.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 6, 2011",94,14696.0,9600.0,11075.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Skinner,"May 1, 2011",438,5925.0,3550.0,3987.0,usd
3,"Albanelli, Franco",Violin,Bologna,Skinner,"May 1, 2011",445,5333.0,3195.0,3589.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 15, 2010",361,9600.0,5990.0,6814.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 20, 2009",214,6388.0,3900.0,4267.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 20, 2009",215,5897.0,3600.0,3939.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"May 9, 2009",265,4680.0,3101.0,3486.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"May 9, 2008",193,6435.0,3302.0,4163.0,usd
3,"Albanelli, Franco",Violin,,Sotheby's,"Mar 11, 2008",217,27456.0,13700.0,17853.0,
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Mar 2, 2007",147,6155.0,3163.0,4676.0,gbp
3,"Albanelli, Franco",Violin,Bologna,Christie's,"Oct 13, 2006",65,3120.0,1682.0,2486.0,usd
3,"Albanelli, Franco",Violin,Bologna,Christie's,"Oct 13, 2006",224,4800.0,2587.0,3825.0,usd
3,"Albanelli, Franco",Violin,Bologna,Tarisio,"Oct 19, 2006",310,3450.0,1839.0,2747.0,usd
3,"Albanelli, Franco",Violin,Bologna,Sotheby's,"Feb 28, 2006",6,4630.0,2640.0,3899.0,gbp
